Age,Overall,Potential,Value,Wage,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,DefensiveAwareness,cluster,Player Name
28,65,65,725.0,2.0,1.0,3.0,2.0,187.0,85.0,65.0,54.0,62.0,68.0,30.0,65.0,63.0,34.0,65.0,68.0,65.0,65.0,65.0,66.0,64.0,66.0,73.0,80.0,74.0,43.0,68.0,62.0,56.0,62.0,42.0,69.0,58.73913043478261,63.0,62.0,8.0,9.0,5.0,13.0,8.0,1.3,64.0,0,P. Haring
29,69,69,1.4,3.0,1.0,3.0,5.0,177.0,65.0,65.0,60.0,59.0,66.0,58.0,75.0,61.0,53.0,59.0,69.0,82.0,85.0,87.0,61.0,78.0,64.0,74.0,67.0,49.0,56.0,61.0,43.0,61.0,64.0,61.0,67.0,58.73913043478261,29.0,21.0,6.0,14.0,11.0,8.0,7.0,1.8,43.0,0,Negueba
33,70,70,725.0,10.0,2.0,2.0,2.0,191.0,90.0,60.0,55.0,68.0,70.0,56.0,55.0,62.0,59.0,69.0,69.0,32.0,34.0,43.0,64.0,33.0,76.0,38.0,73.0,91.0,73.0,73.0,69.0,61.0,65.0,58.0,73.0,64.0,70.0,65.0,16.0,13.0,8.0,8.0,6.0,1.2,61.58343195266272,0,19 A. Tziolis
24,68,74,1.9,3.0,1.0,3.0,3.0,177.0,75.0,65.0,64.0,39.0,66.0,67.0,70.0,71.0,76.0,67.0,72.0,61.0,55.0,68.0,72.0,65.0,71.0,30.0,51.0,58.0,68.0,51.0,62.0,73.0,72.0,51.0,58.0,58.73913043478261,60.0,45.0,12.0,13.0,6.0,12.0,7.0,3.3,35.0,1,Hugo Rama
26,65,66,825.0,800.0,1.0,5.0,2.0,180.0,76.0,57.0,53.0,51.0,66.0,42.0,64.0,41.0,33.0,64.0,64.0,76.0,77.0,75.0,64.0,73.0,63.0,68.0,84.0,64.0,58.0,71.0,63.0,59.0,64.0,43.0,57.0,58.73913043478261,60.0,54.0,6.0,14.0,10.0,7.0,9.0,1.3,58.0,0,M. Corboz
26,69,70,1.5,5.0,1.0,3.0,3.0,179.0,71.0,56.0,38.0,60.0,69.0,35.0,67.0,45.0,31.0,66.0,69.0,68.0,71.0,65.0,65.0,68.0,57.0,68.0,87.0,75.0,54.0,64.0,66.0,59.0,64.0,32.0,65.0,58.73913043478261,66.0,63.0,13.0,10.0,12.0,14.0,10.0,2.0,67.0,0,S. Ugarković
25,64,67,775.0,3.0,1.0,4.0,3.0,176.0,65.0,68.0,67.0,45.0,66.0,41.0,65.0,55.0,63.0,61.0,63.0,72.0,71.0,62.0,67.0,71.0,61.0,62.0,73.0,65.0,52.0,61.0,68.0,66.0,66.0,42.0,52.0,58.73913043478261,53.0,51.0,7.0,6.0,6.0,5.0,12.0,91.15727040816328,61.0,0,21 Jung Won Jin
21,64,76,1.4,11.0,1.0,3.0,2.0,175.0,70.0,47.0,59.0,49.0,65.0,44.0,63.0,57.0,62.0,64.0,65.0,68.0,65.0,81.0,63.0,90.0,56.0,58.0,74.0,58.0,65.0,58.0,62.0,57.0,63.0,50.0,62.0,58.73913043478261,57.0,55.0,7.0,12.0,6.0,13.0,6.0,91.15727040816328,55.0,0,A. McCalmont
30,67,67,275.0,7.0,1.0,2.0,2.0,187.0,78.0,48.0,52.0,70.0,64.0,46.0,58.0,44.0,33.0,57.0,64.0,55.0,63.0,51.0,63.0,60.0,76.0,61.0,76.0,84.0,62.0,85.0,72.0,57.0,59.0,54.0,67.76018626309663,67.0,68.0,63.0,7.0,11.0,8.0,7.0,8.0,91.15727040816328,61.58343195266272,0,14 M. Leigertwood
29,68,68,1.0,6.0,1.0,3.0,2.0,186.0,78.0,57.0,46.0,74.0,64.0,44.0,59.0,45.0,48.0,62.0,59.0,55.0,55.0,58.0,62.0,37.0,68.0,73.0,78.0,85.0,56.0,86.0,65.0,56.0,60.0,47.0,62.0,58.73913043478261,70.0,66.0,13.0,7.0,11.0,10.0,11.0,1.7,66.0,0,G. Freitas
26,63,66,575.0,700.0,1.0,4.0,2.0,181.0,76.0,60.0,53.0,60.0,60.0,43.0,63.0,60.0,39.0,61.0,63.0,83.0,78.0,71.0,60.0,75.0,53.0,85.0,83.0,70.0,44.0,57.0,63.0,55.0,56.0,37.0,56.0,58.73913043478261,60.0,57.0,7.0,11.0,9.0,8.0,6.0,877.0,63.0,0,M. Schikora
28,69,69,1.4,8.0,1.0,3.0,3.0,175.0,69.0,44.0,54.0,36.0,72.0,64.0,65.0,47.0,39.0,70.0,71.0,67.0,69.0,64.0,71.0,66.0,66.0,41.0,73.0,61.0,64.0,55.0,65.0,67.0,66.0,39.0,58.0,58.73913043478261,67.0,71.0,14.0,14.0,7.0,9.0,16.0,2.9,59.0,0,S. Pérez
31,71,71,1.6,9.0,1.0,3.0,3.0,182.0,71.0,68.0,66.0,49.0,74.0,64.0,73.0,68.0,52.0,66.0,71.0,72.0,63.0,76.0,72.0,75.0,61.0,59.0,73.0,50.0,60.0,57.0,22.0,66.0,74.0,58.0,74.0,58.73913043478261,34.0,28.0,7.0,9.0,7.0,6.0,14.0,2.6,58.0,0,D. Drexler
29,63,63,475.0,3.0,1.0,4.0,3.0,173.0,70.0,60.0,55.0,37.0,64.0,51.0,65.0,59.0,56.0,63.0,64.0,68.0,63.0,90.0,63.0,85.0,57.0,77.0,73.0,47.0,59.0,35.0,59.0,58.0,63.0,56.0,65.0,58.73913043478261,59.0,52.0,12.0,11.0,16.0,15.0,9.0,831.0,51.0,0,T. Pett
24,68,75,2.3,4.0,1.0,2.0,2.0,170.0,68.0,58.0,42.0,38.0,68.0,40.0,65.0,65.0,48.0,65.0,66.0,70.0,68.0,69.0,69.0,81.0,52.0,56.0,78.0,56.0,45.0,67.0,69.0,56.0,67.0,44.0,70.0,58.73913043478261,66.0,64.0,14.0,9.0,13.0,11.0,6.0,4.1,65.0,0,Jimmy
29,71,71,1.6,9.0,1.0,3.0,2.0,178.0,73.0,43.0,32.0,53.0,70.0,33.0,57.0,42.0,36.0,65.0,69.0,69.0,57.0,70.0,70.0,73.0,58.0,70.0,82.0,74.0,59.0,85.0,69.0,58.0,55.0,44.0,63.0,58.73913043478261,72.0,70.0,7.0,8.0,16.0,11.0,8.0,2.4,65.0,0,Y. Gordillo
26,70,72,1.7,8.0,1.0,4.0,2.0,185.0,78.0,57.0,53.0,68.0,71.0,37.0,63.0,28.0,29.0,70.0,68.0,61.0,76.0,64.0,67.0,61.0,56.0,81.0,81.0,73.0,48.0,69.0,70.0,41.0,58.0,37.0,68.0,58.73913043478261,70.0,67.0,7.0,14.0,15.0,12.0,6.0,2.8,72.0,0,M. Heyer
33,63,63,250.0,850.0,1.0,3.0,3.0,185.0,71.0,58.0,55.0,55.0,65.0,54.0,63.0,53.0,57.0,62.0,64.0,59.0,62.0,67.0,59.0,60.0,62.0,61.0,80.0,69.0,63.0,65.0,53.0,58.0,61.0,58.0,64.0,58.73913043478261,57.0,54.0,16.0,11.0,13.0,10.0,11.0,388.0,55.0,0,R. Finn
22,68,77,2.7,5.0,1.0,3.0,2.0,172.0,65.0,42.0,56.0,43.0,71.0,33.0,67.0,34.0,42.0,70.0,70.0,71.0,66.0,80.0,70.0,70.0,59.0,65.0,77.0,72.0,63.0,64.0,60.0,61.0,63.0,50.0,72.0,58.73913043478261,65.0,61.0,11.0,7.0,7.0,11.0,11.0,4.3,57.0,0,I. Saavedra
35,62,62,160.0,2.0,1.0,3.0,2.0,185.0,84.0,54.0,54.0,64.0,64.0,54.0,57.0,50.0,61.0,69.0,62.0,34.0,40.0,56.0,54.0,64.0,79.0,67.0,64.0,75.0,63.0,72.0,63.0,60.0,61.0,58.0,63.0,58.73913043478261,62.0,59.0,12.0,14.0,15.0,16.0,11.0,248.0,60.0,0,Zhao Xuri
25,64,67,775.0,3.0,1.0,3.0,2.0,185.0,64.0,59.0,57.0,50.0,67.0,39.0,64.0,50.0,40.0,65.0,65.0,71.0,67.0,74.0,61.0,61.0,58.0,71.0,85.0,65.0,55.0,62.0,60.0,59.0,62.0,52.0,59.0,58.73913043478261,55.0,48.0,15.0,13.0,8.0,10.0,15.0,1.4,64.0,0,C. McGrandles
19,67,82,2.4,2.0,1.0,4.0,2.0,177.0,72.0,55.0,58.0,55.0,73.0,56.0,68.0,60.0,57.0,70.0,73.0,62.0,63.0,68.0,61.0,72.0,60.0,50.0,67.0,60.0,57.0,52.0,53.0,57.0,69.0,59.0,68.0,58.73913043478261,62.0,56.0,13.0,12.0,7.0,8.0,6.0,5.3,48.0,0,Francho Serrano
20,65,81,1.8,5.0,1.0,3.0,2.0,184.0,78.0,51.0,55.0,61.0,67.0,51.0,62.0,56.0,38.0,63.0,66.0,73.0,75.0,67.0,58.0,58.0,57.0,70.0,72.0,75.0,46.0,69.0,63.0,53.0,55.0,48.0,55.0,58.73913043478261,67.0,63.0,9.0,5.0,12.0,13.0,11.0,3.5,57.0,0,R. Onyedika
22,67,75,2.2,4.0,1.0,3.0,2.0,182.0,73.0,42.0,53.0,57.0,68.0,46.0,62.0,62.0,45.0,66.0,70.0,64.0,64.0,67.0,62.0,66.0,55.0,59.0,78.0,68.0,56.0,69.0,64.0,46.0,59.0,61.0,64.0,58.73913043478261,63.0,61.0,14.0,12.0,11.0,7.0,8.0,3.6,61.0,0,C. Vanhoutte
23,63,68,725.0,2.0,1.0,3.0,2.0,174.0,73.0,56.0,55.0,37.0,66.0,54.0,63.0,57.0,49.0,63.0,65.0,68.0,65.0,73.0,60.0,77.0,58.0,68.0,80.0,61.0,50.0,58.0,60.0,56.0,63.0,49.0,66.0,58.73913043478261,62.0,56.0,7.0,11.0,8.0,14.0,14.0,961.0,62.0,0,M. Brink
24,65,69,1.0,1.0,1.0,3.0,2.0,185.0,72.0,45.0,50.0,55.0,69.0,41.0,62.0,40.0,45.0,67.0,64.0,63.0,56.0,65.0,62.0,67.0,70.0,76.0,76.0,79.0,60.0,56.0,61.0,59.0,67.0,48.0,66.0,58.73913043478261,65.0,62.0,14.0,10.0,6.0,10.0,13.0,1.5,62.0,0,S. Köhler
23,63,69,750.0,4.0,1.0,3.0,2.0,180.0,74.0,55.0,60.0,60.0,66.0,54.0,62.0,47.0,34.0,63.0,64.0,68.0,64.0,66.0,61.0,81.0,65.0,70.0,73.0,61.0,60.0,65.0,59.0,57.0,62.0,44.0,60.0,58.73913043478261,58.0,53.0,11.0,14.0,9.0,11.0,15.0,1.5,53.0,0,G. Lapslie
24,64,69,875.0,3.0,1.0,3.0,2.0,178.0,73.0,59.0,55.0,54.0,66.0,52.0,62.0,56.0,60.0,66.0,64.0,65.0,62.0,66.0,63.0,57.0,65.0,53.0,72.0,65.0,58.0,56.0,59.0,58.0,65.0,55.0,60.0,58.73913043478261,60.0,61.0,7.0,8.0,15.0,7.0,12.0,91.15727040816328,61.0,0,E. Robson
23,62,68,625.0,2.0,1.0,3.0,2.0,173.0,70.0,54.0,51.0,54.0,64.0,41.0,63.0,52.0,49.0,62.0,64.0,68.0,69.0,81.0,62.0,78.0,58.0,72.0,71.0,58.0,54.0,62.0,63.0,56.0,58.0,53.0,59.0,58.73913043478261,61.0,59.0,11.0,6.0,9.0,8.0,14.0,1.2,58.0,0,A. Pattison
30,68,68,1.2,4.0,1.0,3.0,3.0,184.0,70.0,72.0,64.0,35.0,72.0,69.0,71.0,72.0,71.0,70.0,72.0,34.0,34.0,77.0,68.0,63.0,68.0,65.0,66.0,44.0,69.0,33.0,63.0,67.0,74.0,74.0,72.0,58.73913043478261,47.0,36.0,15.0,9.0,9.0,7.0,16.0,1.6,36.0,1,F. Starzyński
31,66,66,700.0,11.0,1.0,3.0,2.0,186.0,81.0,35.0,34.0,56.0,67.0,31.0,55.0,47.0,52.0,67.0,65.0,49.0,53.0,49.0,65.0,61.0,73.0,79.0,90.0,91.0,66.0,70.0,68.0,59.0,65.0,53.0,63.0,58.73913043478261,69.0,64.0,15.0,5.0,7.0,15.0,7.0,1.3,60.0,0,F. Di Tacchio
28,64,64,450.0,2.0,1.0,4.0,3.0,181.0,73.0,53.0,48.0,55.0,68.0,51.0,61.0,59.0,61.0,68.0,68.0,59.0,59.0,75.0,58.0,72.0,58.0,70.0,66.0,70.0,49.0,64.0,61.0,53.0,66.0,46.0,77.0,58.73913043478261,58.0,57.0,13.0,8.0,12.0,7.0,16.0,563.0,53.0,0,20 Y. Kasim
28,63,63,475.0,3.0,1.0,3.0,2.0,181.0,79.0,56.0,48.0,50.0,68.0,48.0,61.0,56.0,52.0,64.0,65.0,57.0,62.0,65.0,60.0,67.0,65.0,64.0,83.0,76.0,51.0,78.0,62.0,55.0,55.0,40.0,64.0,58.73913043478261,61.0,63.0,11.0,8.0,8.0,14.0,6.0,594.0,62.0,0,21 M. Rømer
21,67,74,2.1,2.0,1.0,3.0,3.0,175.0,70.0,63.0,58.0,45.0,73.0,43.0,67.0,51.0,40.0,67.0,71.0,70.0,65.0,76.0,63.0,74.0,53.0,75.0,72.0,60.0,57.0,54.0,55.0,61.0,69.0,44.0,70.0,58.73913043478261,59.0,51.0,7.0,12.0,12.0,8.0,7.0,3.0,59.0,0,B. Hussein
25,66,69,1.0,2.0,1.0,2.0,2.0,184.0,77.0,47.0,51.0,57.0,65.0,37.0,59.0,43.0,39.0,61.0,62.0,72.0,69.0,74.0,63.0,71.0,60.0,82.0,80.0,74.0,50.0,72.0,63.0,56.0,61.0,42.0,56.0,58.73913043478261,63.0,62.0,6.0,11.0,5.0,13.0,7.0,1.4,63.0,0,D. Rasak
21,66,71,1.2,1.0,1.0,2.0,2.0,186.0,79.0,48.0,48.0,62.0,66.0,57.0,59.0,40.0,37.0,59.0,64.0,67.0,67.0,66.0,65.0,65.0,63.0,69.0,74.0,76.0,48.0,75.0,61.0,56.0,47.0,41.0,60.0,58.73913043478261,67.0,67.0,14.0,9.0,14.0,14.0,10.0,1.8,64.0,0,K. Klefisch
30,68,68,1.2,7.0,1.0,3.0,3.0,168.0,68.0,55.0,65.0,63.0,67.0,63.0,73.0,63.0,45.0,53.0,71.0,83.0,79.0,85.0,71.0,88.0,67.0,69.0,67.0,35.0,65.0,51.0,27.0,73.0,67.0,65.0,77.0,58.73913043478261,32.0,25.0,7.0,7.0,11.0,10.0,11.0,1.8,25.0,0,G. Hachen
34,63,63,220.0,2.0,1.0,3.0,2.0,183.0,74.0,63.0,57.0,54.0,65.0,51.0,62.0,51.0,57.0,61.0,65.0,67.0,52.0,64.0,55.0,70.0,59.0,58.0,70.0,72.0,54.0,51.0,63.0,59.0,64.0,56.0,54.0,58.73913043478261,65.0,60.0,7.0,14.0,12.0,9.0,13.0,385.0,58.0,0,S. Foley
29,64,64,575.0,2.0,1.0,3.0,3.0,193.0,85.0,52.0,60.0,65.0,65.0,57.0,61.0,52.0,57.0,62.0,64.0,55.0,58.0,31.0,60.0,49.0,70.0,33.0,80.0,83.0,59.0,83.0,62.0,62.0,63.0,65.0,62.0,58.73913043478261,63.0,59.0,6.0,15.0,6.0,10.0,7.0,1.0,64.0,0,H. Pell
23,64,71,1.2,1.0,1.0,3.0,3.0,175.0,69.0,58.0,55.0,49.0,65.0,55.0,68.0,61.0,48.0,63.0,66.0,72.0,68.0,81.0,63.0,80.0,58.0,52.0,69.0,57.0,52.0,48.0,59.0,64.0,64.0,45.0,63.0,58.73913043478261,56.0,54.0,11.0,10.0,6.0,11.0,12.0,1.7,56.0,0,M. Kaasa
32,62,62,275.0,2.0,1.0,3.0,3.0,170.0,71.0,62.0,58.0,56.0,63.0,44.0,61.0,63.0,60.0,63.0,63.0,55.0,57.0,61.0,61.0,72.0,62.0,51.0,77.0,68.0,59.0,60.0,56.0,59.0,62.0,58.0,64.0,58.73913043478261,58.0,55.0,8.0,12.0,10.0,11.0,11.0,481.0,60.0,0,N. Featherstone
25,64,69,775.0,3.0,1.0,3.0,2.0,183.0,77.0,55.0,49.0,55.0,65.0,49.0,58.0,61.0,59.0,66.0,64.0,71.0,61.0,58.0,59.0,61.0,50.0,76.0,72.0,70.0,53.0,63.0,60.0,57.0,59.0,53.0,64.0,58.73913043478261,61.0,58.0,12.0,7.0,8.0,11.0,15.0,1.4,59.0,0,J. Houghton
26,69,73,1.7,4.0,1.0,2.0,3.0,174.0,70.0,39.0,36.0,52.0,68.0,42.0,68.0,39.0,33.0,57.0,66.0,71.0,70.0,82.0,66.0,67.0,56.0,63.0,83.0,66.0,44.0,82.0,66.0,49.0,61.0,44.0,64.0,58.73913043478261,71.0,65.0,15.0,10.0,8.0,16.0,13.0,2.6,66.0,0,Janio Bikel
23,63,68,725.0,2.0,1.0,3.0,3.0,169.0,68.0,59.0,56.0,54.0,68.0,40.0,66.0,57.0,69.0,67.0,68.0,68.0,68.0,62.0,55.0,61.0,55.0,70.0,67.0,56.0,51.0,57.0,54.0,55.0,59.0,64.0,59.0,58.73913043478261,60.0,58.0,12.0,13.0,10.0,10.0,11.0,961.0,54.0,0,J. Brimmer
20,65,76,1.6,2.0,1.0,3.0,2.0,181.0,75.0,52.0,52.0,50.0,69.0,41.0,68.0,57.0,41.0,64.0,67.0,78.0,84.0,72.0,66.0,70.0,60.0,50.0,85.0,51.0,53.0,62.0,58.0,49.0,60.0,35.0,58.0,58.73913043478261,69.0,65.0,7.0,7.0,13.0,7.0,7.0,2.7,65.0,0,L. Flach
31,67,67,825.0,7.0,1.0,2.0,3.0,172.0,67.0,48.0,49.0,44.0,70.0,44.0,65.0,45.0,40.0,68.0,65.0,72.0,71.0,60.0,65.0,84.0,48.0,65.0,87.0,63.0,53.0,69.0,65.0,60.0,67.0,38.0,68.0,58.73913043478261,62.0,53.0,9.0,9.0,7.0,13.0,15.0,1.5,60.0,0,A. Vacca
21,64,74,1.3,2.0,1.0,3.0,3.0,189.0,85.0,48.0,57.0,60.0,67.0,53.0,63.0,51.0,46.0,62.0,64.0,69.0,72.0,65.0,65.0,52.0,66.0,58.0,75.0,78.0,54.0,65.0,57.0,63.0,64.0,48.0,62.0,58.73913043478261,58.0,52.0,7.0,9.0,8.0,11.0,7.0,1.9,58.0,0,J. Lonwijk
21,69,78,3.1,5.0,1.0,4.0,3.0,175.0,63.0,66.0,56.0,37.0,75.0,53.0,72.0,67.0,56.0,72.0,75.0,76.0,68.0,79.0,58.0,81.0,57.0,63.0,68.0,52.0,62.0,41.0,41.0,52.0,70.0,54.0,57.0,58.73913043478261,47.0,36.0,9.0,8.0,12.0,7.0,7.0,5.1,53.0,0,N. Bätzner
25,66,70,1.1,2.0,1.0,2.0,3.0,178.0,80.0,42.0,41.0,46.0,62.0,38.0,64.0,47.0,35.0,64.0,64.0,79.0,73.0,77.0,60.0,81.0,47.0,78.0,74.0,84.0,43.0,91.0,62.0,42.0,51.0,47.0,67.0,58.73913043478261,63.0,60.0,8.0,11.0,15.0,6.0,14.0,1.5,61.0,0,B. Innocent
23,64,72,1.2,500.0,1.0,3.0,2.0,182.0,72.0,56.0,59.0,55.0,67.0,37.0,60.0,43.0,32.0,57.0,66.0,80.0,78.0,64.0,59.0,67.0,64.0,70.0,76.0,73.0,56.0,65.0,58.0,58.0,60.0,36.0,58.0,58.73913043478261,61.0,59.0,10.0,11.0,12.0,8.0,13.0,2.8,58.0,0,J. Quiñónez
30,62,62,350.0,4.0,1.0,4.0,2.0,178.0,79.0,60.0,57.0,47.0,57.0,54.0,58.0,61.0,51.0,58.0,60.0,73.0,73.0,77.0,57.0,70.0,57.0,76.0,70.0,62.0,52.0,47.0,57.0,59.0,57.0,44.0,54.0,58.73913043478261,57.0,56.0,14.0,9.0,11.0,15.0,14.0,613.0,57.0,0,21 S. Wagstaff
27,74,75,4.3,24.0,2.0,3.0,2.0,188.0,84.0,42.0,34.0,73.0,68.0,29.0,57.0,38.0,41.0,64.0,68.0,54.0,43.0,59.0,72.0,57.0,58.0,69.0,82.0,79.0,51.0,81.0,79.0,43.0,59.0,46.0,67.0,58.73913043478261,76.0,76.0,9.0,13.0,11.0,12.0,8.0,8.1,74.0,0,R. Khedira
22,67,73,1.5,4.0,1.0,4.0,2.0,180.0,74.0,68.0,40.0,51.0,73.0,45.0,64.0,48.0,50.0,71.0,68.0,63.0,68.0,70.0,63.0,68.0,53.0,63.0,64.0,58.0,59.0,58.0,65.0,47.0,66.0,41.0,66.0,58.73913043478261,66.0,64.0,11.0,10.0,9.0,15.0,5.0,91.15727040816328,61.0,0,S. Dewaele
23,63,70,950.0,3.0,1.0,3.0,2.0,188.0,73.0,50.0,63.0,51.0,64.0,44.0,60.0,48.0,41.0,63.0,63.0,60.0,62.0,54.0,58.0,55.0,64.0,73.0,86.0,71.0,58.0,62.0,59.0,62.0,62.0,54.0,62.0,58.73913043478261,61.0,59.0,9.0,8.0,15.0,13.0,12.0,1.9,60.0,0,J. Mellish
21,63,73,1.1,2.0,1.0,3.0,2.0,185.0,78.0,55.0,54.0,61.0,67.0,42.0,61.0,57.0,47.0,66.0,63.0,63.0,65.0,60.0,60.0,57.0,61.0,61.0,57.0,63.0,57.0,66.0,61.0,58.0,64.0,54.0,59.0,58.73913043478261,64.0,64.0,11.0,11.0,9.0,13.0,11.0,2.1,60.0,0,L. Sørensen
20,68,82,2.9,16.0,1.0,3.0,3.0,180.0,72.0,42.0,60.0,39.0,72.0,44.0,73.0,49.0,45.0,68.0,72.0,69.0,68.0,68.0,65.0,72.0,60.0,56.0,69.0,64.0,61.0,61.0,57.0,70.0,71.0,45.0,68.0,58.73913043478261,56.0,49.0,14.0,9.0,8.0,6.0,12.0,7.3,48.0,0,J. Ramsey
25,64,68,800.0,500.0,1.0,3.0,3.0,175.0,68.0,58.0,54.0,39.0,65.0,41.0,61.0,56.0,42.0,65.0,64.0,68.0,67.0,75.0,65.0,83.0,57.0,56.0,79.0,66.0,62.0,45.0,54.0,58.0,64.0,60.0,61.0,58.73913043478261,58.0,49.0,10.0,9.0,12.0,11.0,15.0,1.8,53.0,0,J. Jones
20,66,74,1.9,3.0,1.0,3.0,2.0,187.0,77.0,60.0,58.0,50.0,67.0,30.0,66.0,57.0,51.0,66.0,67.0,59.0,61.0,60.0,64.0,67.0,62.0,59.0,75.0,59.0,61.0,65.0,59.0,63.0,66.0,45.0,60.0,58.73913043478261,60.0,54.0,14.0,12.0,5.0,13.0,6.0,3.7,60.0,0,M. O'Riley
23,63,72,1.1,2.0,1.0,4.0,4.0,187.0,80.0,61.0,40.0,62.0,70.0,46.0,70.0,67.0,64.0,66.0,69.0,66.0,60.0,69.0,59.0,68.0,62.0,55.0,52.0,61.0,62.0,45.0,55.0,55.0,60.0,59.0,60.0,58.73913043478261,63.0,61.0,10.0,11.0,12.0,6.0,8.0,2.1,47.0,0,N. Zanellato
30,67,67,850.0,1.0,1.0,3.0,3.0,178.0,67.0,56.0,35.0,35.0,70.0,31.0,67.0,67.0,55.0,71.0,71.0,59.0,38.0,85.0,69.0,83.0,52.0,68.0,71.0,58.0,49.0,36.0,67.0,56.0,67.0,56.0,73.0,58.73913043478261,68.0,63.0,15.0,9.0,6.0,9.0,13.0,1.1,65.0,0,E. Adu
39,67,67,200.0,5.0,1.0,3.0,2.0,180.0,75.0,56.0,53.0,49.0,67.0,52.0,58.0,49.0,56.0,63.0,65.0,42.0,40.0,55.0,59.0,63.0,57.0,60.0,60.0,77.0,59.0,83.0,66.0,58.0,63.0,59.0,71.0,58.73913043478261,66.0,62.0,8.0,12.0,12.0,10.0,15.0,430.0,65.0,0,21 A. Pérez
34,71,71,650.0,4.0,1.0,2.0,3.0,184.0,77.0,49.0,34.0,65.0,68.0,45.0,64.0,55.0,33.0,68.0,66.0,39.0,34.0,47.0,70.0,59.0,66.0,70.0,81.0,80.0,47.0,80.0,68.0,50.0,64.0,45.0,70.0,58.73913043478261,73.0,72.0,15.0,12.0,11.0,16.0,6.0,813.0,67.0,0,G. Svensson
21,68,79,2.7,6.0,1.0,3.0,3.0,177.0,74.0,53.0,48.0,49.0,74.0,46.0,74.0,53.0,39.0,70.0,72.0,80.0,68.0,82.0,67.0,80.0,55.0,53.0,82.0,51.0,43.0,48.0,45.0,56.0,68.0,49.0,65.0,58.73913043478261,63.0,60.0,8.0,12.0,8.0,7.0,8.0,4.7,48.0,0,F. Becker
29,68,68,0.0,0.0,1.0,3.0,2.0,185.0,75.0,44.0,46.0,59.0,68.0,37.0,52.0,34.0,40.0,64.0,61.0,62.0,65.0,55.0,68.0,64.0,69.0,58.0,73.0,72.0,58.0,64.0,68.0,65.0,58.0,46.0,59.0,58.73913043478261,70.0,68.0,14.0,12.0,6.0,14.0,14.0,91.15727040816328,67.0,0,21 G. Kostadinov
19,63,80,0.0,0.0,1.0,4.0,3.0,188.0,78.0,53.0,50.0,53.0,67.0,56.0,67.0,60.0,51.0,63.0,73.0,67.0,69.0,66.0,54.0,65.0,55.0,53.0,66.0,64.0,50.0,73.0,55.0,53.0,66.0,50.0,71.0,58.73913043478261,54.0,55.0,13.0,10.0,8.0,10.0,10.0,91.15727040816328,56.0,0,M. Stamenic
22,67,76,2.3,2.0,1.0,3.0,2.0,185.0,78.0,46.0,49.0,53.0,71.0,42.0,66.0,39.0,45.0,70.0,70.0,61.0,67.0,57.0,64.0,62.0,59.0,64.0,72.0,74.0,58.0,72.0,64.0,57.0,68.0,44.0,52.0,58.73913043478261,60.0,57.0,11.0,6.0,10.0,11.0,6.0,4.1,58.0,0,M. Hjulmand
22,62,69,800.0,2.0,1.0,3.0,2.0,176.0,70.0,54.0,47.0,54.0,66.0,50.0,61.0,52.0,47.0,62.0,63.0,61.0,60.0,67.0,60.0,77.0,65.0,60.0,69.0,58.0,52.0,66.0,59.0,55.0,60.0,50.0,58.0,58.73913043478261,64.0,61.0,9.0,6.0,15.0,12.0,10.0,1.6,60.0,0,C. Whelan
28,69,69,0.0,0.0,1.0,4.0,3.0,167.0,62.0,66.0,54.0,55.0,69.0,54.0,75.0,53.0,55.0,60.0,73.0,74.0,67.0,93.0,66.0,90.0,63.0,83.0,53.0,27.0,60.0,39.0,29.0,65.0,67.0,43.0,52.0,58.73913043478261,25.0,27.0,14.0,8.0,13.0,13.0,9.0,91.15727040816328,69.0,0,21 A. Morenzo
25,65,67,800.0,1.0,1.0,3.0,2.0,179.0,80.0,54.0,31.0,52.0,61.0,34.0,58.0,52.0,45.0,58.0,61.0,73.0,81.0,65.0,59.0,73.0,48.0,83.0,85.0,83.0,38.0,80.0,63.0,49.0,57.0,40.0,59.0,58.73913043478261,61.0,58.0,6.0,13.0,12.0,9.0,10.0,1.1,58.0,0,I. Ssewankambo
19,67,79,2.4,1.0,1.0,3.0,3.0,175.0,65.0,57.0,46.0,53.0,73.0,42.0,70.0,45.0,58.0,70.0,71.0,68.0,67.0,73.0,68.0,81.0,53.0,56.0,72.0,45.0,45.0,52.0,54.0,62.0,68.0,41.0,60.0,58.73913043478261,55.0,60.0,15.0,15.0,14.0,6.0,8.0,4.7,44.0,0,N. Diliberto
20,65,75,1.6,4.0,1.0,3.0,3.0,170.0,62.0,52.0,56.0,44.0,68.0,51.0,70.0,58.0,54.0,56.0,69.0,74.0,73.0,77.0,61.0,81.0,55.0,59.0,75.0,42.0,43.0,54.0,53.0,63.0,64.0,56.0,66.0,58.73913043478261,59.0,45.0,14.0,11.0,9.0,11.0,7.0,91.15727040816328,41.0,0,J. Ponceau
